spend_velocity,transaction_frequency,engagement_score,support_intensity,inactivity_ratio,is_high_value,transaction_consistency,loyalty_score,churn_risk_score,spend_pattern_ratio,target_churn
185.3608904683816,26.0,22,2.5,9.0,0,0.03773584905660377,1.0,75,23.185324986374468,1
108.87922179977724,0.6481481481481481,59,0.12962962962962962,0.3148148148148148,0,1.5000000000000002,81.0,45,0.6626095135350766,0
221.92747377964565,0.10416666666666667,78,0.10416666666666667,0.041666666666666664,0,8.0,72.0,10,0.12492963374947354,0
275.3464325583192,0.5384615384615384,54,0.19230769230769232,1.0,0,1.7333333333333332,39.0,30,0.575716799056819,0
444.0167830548377,6.333333333333333,70,0.0,1.3333333333333333,0,0.15625,22.5,20,6.309062003146954,0
218.96999810728693,0.9152542372881356,30,0.0,0.3389830508474576,1,1.0727272727272728,29.5,60,0.9282516187518415,0
25.262553503140808,19.6,53,1.4,4.6,0,0.05050505050505051,7.5,60,11.100093547235948,1
433.8904300894108,0.6666666666666666,38,0.041666666666666664,0.16666666666666666,1,1.4545454545454544,24.0,40,0.6864123786154932,0
35.46337301617898,0.6981132075471698,56,0.05660377358490566,0.5283018867924528,0,1.394736842105263,79.5,30,0.702772814996933,0
273.4680425082198,0.8363636363636363,85,0.03636363636363636,0.01818181818181818,1,1.1702127659574468,82.5,10,0.8518834501538096,0
480.17491585539125,1.6888888888888889,32,0.08888888888888889,0.2222222222222222,1,0.5844155844155844,22.5,30,1.7050351905184367,0
27.43158038600736,0.05172413793103448,75,0.034482758620689655,0.1896551724137931,0,14.499999999999998,87.0,10,0.06879256639941769,0
56.46093774316009,0.3559322033898305,24,0.11864406779661017,0.2033898305084746,0,2.6818181818181817,29.5,55,0.37043491633328407,0
402.554074284313,6.2,31,0.6,0.06666666666666667,0,0.1595744680851064,7.5,45,6.1706071785405,0
487.3991427766211,5.111111111111111,69,0.16666666666666666,0.8333333333333334,0,0.19354838709677422,27.0,20,5.112471990680902,0
493.66912726340274,0.24074074074074073,22,0.16666666666666666,0.18518518518518517,1,3.857142857142857,27.0,55,0.2591231760428544,0
416.29216280364517,3.130434782608696,16,0.21739130434782608,1.0434782608695652,0,0.31506849315068497,11.5,50,3.149897456550957,0
216.55821360586486,0.7719298245614035,22,0.12280701754385964,0.24561403508771928,1,1.2666666666666664,28.5,55,0.7866060728463019,0
68.42662501081229,1.6590909090909092,68,0.09090909090909091,0.3181818181818182,0,0.5945945945945946,66.0,0,1.6414733635924714,0
73.32666024607546,3.0,75,0.21428571428571427,0.10714285714285714,0,0.32941176470588235,42.0,15,2.91503232315099,0
377.663719279232,0.5849056603773585,51,0.1509433962264151,0.4339622641509434,1,1.6562500000000002,79.5,45,0.6028098686236462,1
87.09039732487736,0.20689655172413793,39,0.05172413793103448,0.08620689655172414,0,4.461538461538462,29.0,40,0.22356256506613426,0
137.44937029917082,2.0,60,0.36363636363636365,0.6363636363636364,0,0.4888888888888889,33.0,15,2.015461430640567,1
233.0800150623391,1.3333333333333333,71,0.0,1.0555555555555556,0,0.72,27.0,20,1.3806617324806334,0
